Annual Turnover,Facebook Popularity Quotient,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,city_average_income,median_household_income,average_salary,poverty_rate,gini_index,City_Tier_Other,City_Tier_Tier 1,City_Tier_Tier 2,City_Tier_Tier 3,Restaurant Location_Near Business Hub,Restaurant Location_Near Party Hub,Endorsed By_Local Celebrity,Endorsed By_Not Specific,Endorsed By_Tier A Celebrity
0.631578947368421,0.381157856886012,1.3540372670807457,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,0.0,0.44503546099290786,0.6666666666666666,0.7142857142857143,0.65,-0.4249999999999998,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
1.0526315789473684,0.4602660913340529,0.6832298136645966,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.2,1.0,1.0,1.6,0.0,0.0,-0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6081560283687948,-1.5555555555555556,-1.4285714285714286,-1.6,1.4500000000000002,-1.9999999999999973,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.13157894736842105,0.4314994606256742,-0.3602484472049689,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.6,1.0,0.0,-1.6,-0.3333333333333333,-0.3333333333333333,0.0,1.5,0.0,-0.3333333333333333,0.6666666666666666,-0.6140661938534286,-0.4444444444444444,-0.35714285714285715,-0.6,0.40000000000000036,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0
1.8157894736842106,0.4746494066882412,0.5962732919254657,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.4,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.5348699763593386,1.2222222222222223,1.0714285714285714,1.15,-0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.0,0.5091693635382954,-0.4037267080745343,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-0.6,0.0,-1.0,-1.6,0.6666666666666666,-0.6666666666666666,1.0,-0.5,-1.0,-1.0,-0.6666666666666666,-0.8291962174940904,0.6666666666666666,0.7142857142857143,0.65,-0.4249999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5263157894736842,0.934915498022294,1.0559006211180129,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.6,0.0,0.0,0.0,-0.6666666666666666,0.0,-0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,-0.5336879432624115,0.6666666666666666,0.7142857142857143,0.65,-0.4249999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
-0.9473684210526315,-1.0068320747932398,-0.5714285714285718,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.4,-1.0,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,-0.7630023640661945,1.2222222222222223,1.0714285714285714,1.15,-0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13157894736842105,0.0,-0.7329192546583851,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.0,-1.0,-0.8,-1.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,0.10933806146572113,-0.3333333333333333,-0.2857142857142857,-0.35,0.17500000000000027,-0.5,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0
0.10526315789473684,0.8773822366055377,0.6602484472049689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.8,-1.0,0.3333333333333333,-0.3333333333333333,0.5,0.3333333333333333,0.0,0.3333333333333333,1.1235224586288424,0.6666666666666666,0.7142857142857143,0.65,-0.4249999999999998,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
-0.631578947368421,-0.6472491909385113,-1.899378881987578,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,1.0,0.2,-2.0,-2.0,-2.4,0.0,0.3333333333333333,-0.6666666666666666,-2.5,-1.3333333333333333,0.0,-2.0,1.9816784869976367,0.6666666666666666,0.7142857142857143,0.65,-0.4249999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
